항공사,편명,예정시간,도착지공항
대한항공,KE5849,202403131400,웨이하이
대한항공,KE1411,202403131415,김해
대한항공,KE017,202403131430,로스앤젤레스
대한항공,KE833,202403131430,선양(심양)
대한항공,KE5863,202403131430,상하이/푸동
대한항공,KE627,202403131505,자카르타/수카르노하타
대한항공,KE725,202403131510,오사카/ 간사이
대한항공,KE487,202403131545,푸꾸옥
대한항공,KE5855,202403131545,쿤밍
대한항공,KE041,202403131600,시애틀
대한항공,KE023,202403131600,샌프란시스코
대한항공,KE5851,202403131605,옌타이
대한항공,KE187,202403131615,타이베이
대한항공,KE5825,202403131615,광저우
대한항공,KE5885,202403131620,상하이/푸동
대한항공,KE489,202403131635,양곤
대한항공,KE671,202403131640,쿠알라룸푸르
대한항공,KE5841,202403131640,칭다오
대한항공,KE663,202403131655,푸켓
대한항공,KE713,202403131655,도쿄/나리타
대한항공,KE5065,202403131710,방콕/수완나품
대한항공,KE1415,202403131715,김해
대한항공,KE651,202403131720,방콕/수완나품
대한항공,KE5077,202403131720,후쿠오카
대한항공,KE5031,202403131730,댈러스포트워스
대한항공,KE629,202403131740,덴파사르
대한항공,KE7901,202403131745,아부다비
대한항공,KE5067,202403131745,푸켓
대한항공,KE411,202403131755,오클랜드(뉴질랜드)
대한항공,KE5675,202403131755,호찌민
대한항공,KE667,202403131805,치앙마이
대한항공,KE475,202403131805,호찌민
대한항공,KE5689,202403131805,하노이
대한항공,KE071,202403131820,밴쿠버
대한항공,KE5893,202403131825,상하이/푸동
대한항공,KE467,202403131830,나트랑
대한항공,KE461,202403131830,다낭
대한항공,KE623,202403131835,마닐라
대한항공,KE645,202403131835,싱가포르
대한항공,KE781,202403131840,후쿠오카
대한항공,KE455,202403131840,하노이
대한항공,KE705,202403131845,도쿄/나리타
대한항공,KE401,202403131845,시드니
대한항공,KE5035,202403131845,애틀랜타
대한항공,KE615,202403131850,세부
대한항공,KE689,202403131855,프놈펜
대한항공,KE743,202403131900,나고야
대한항공,KE853,202403131900,베이징/서우두
대한항공,KE653,202403131905,방콕/수완나품
대한항공,KE721,202403131905,오사카/ 간사이
대한항공,KE895,202403131905,상하이/푸동
대한항공,KE1433,202403131925,대구
대한항공,KE5033,202403131925,미니애폴리스
대한항공,KE1427,202403131935,김해
대한항공,KE477,202403131935,호찌민
대한항공,KE5757,202403131935,비엔티안
대한항공,KE011,202403131940,로스앤젤레스
대한항공,KE407,202403131945,브리즈번
대한항공,KE177,202403132000,홍콩
대한항공,KE625,202403132005,마닐라
대한항공,KE5019,202403132005,시애틀
대한항공,KE5781,202403132005,세부
대한항공,KE673,202403132010,방콕/수완나품
대한항공,KE659,202403132015,방콕/수완나품
대한항공,KE025,202403132020,샌프란시스코
대한항공,KE053,202403132035,호놀룰루
대한항공,KE085,202403132035,뉴욕/존에프케네디
대한항공,KE719,202403132040,도쿄/하네다
대한항공,KE5693,202403132055,타이베이
대한항공,KE005,202403132100,라스베이거스
대한항공,KE5769,202403132110,다낭
대한항공,KE7895,202403132125,호놀룰루
대한항공,KE5763,202403132135,클라크필드
대한항공,KE6687,202403132225,리야드
대한항공,KE647,202403132310,싱가포르
대한항공,KE5951,202403132340,두바이
대한항공,KE5679,202403140615,나트랑
대한항공,KE5075,202403140650,후쿠오카
대한항공,KE1405,202403140700,김해
대한항공,KE5749,202403140705,키타큐슈
대한항공,KE5845,202403140725,옌타이
대한항공,KE5741,202403140730,도쿄/나리타
대한항공,KE775,202403140735,고마쓰
대한항공,KE621,202403140745,마닐라
대한항공,KE197,202403140745,신 울란바토르
대한항공,KE859,202403140755,베이징/서우두
대한항공,KE787,202403140800,후쿠오카
대한항공,KE5071,202403140800,오사카/ 간사이
대한항공,KE441,202403140805,하노이
대한항공,KE755,202403140805,오키나와
대한항공,KE827,202403140815,선전
대한항공,KE171,202403140820,홍콩
대한항공,KE1407,202403140825,김해
대한항공,KE893,202403140825,상하이/푸동
대한항공,KE5869,202403140830,칭다오
대한항공,KE5061,202403140835,삿포로
대한항공,KE831,202403140850,선양(심양)
대한항공,KE865,202403140855,광저우
대한항공,KE819,202403140855,장사
대한항공,KE5879,202403140855,상하이/푸동
대한항공,KE723,202403140900,오사카/ 간사이
대한항공,KE185,202403140900,타이베이
대한항공,KE845,202403140905,칭다오
대한항공,KE469,202403140910,호찌민
대한항공,KE657,202403140915,방콕/수완나품
대한항공,KE421,202403140915,괌
대한항공,KE811,202403140920,시안
대한항공,KE117,202403140925,옌지(연길)
대한항공,KE091,202403140930,보스턴
대한항공,KE035,202403140935,애틀랜타
대한항공,KE7273,202403140935,디트로이트
대한항공,KE5775,202403140935,괌
대한항공,KE5755,202403140940,타이베이
대한항공,KE643,202403140950,싱가포르
대한항공,KE703,202403140955,도쿄/나리타
대한항공,KE081,202403141000,뉴욕/존에프케네디
대한항공,KE765,202403141005,삿포로
대한항공,KE763,202403141005,니가타
대한항공,KE125,202403141005,샤먼
대한항공,KE5745,202403141010,오키나와
대한항공,KE093,202403141015,워싱턴
대한항공,KE805,202403141015,톈진
대한항공,KE5681,202403141015,호찌민
대한항공,KE031,202403141020,댈러스포트워스
대한항공,KE767,202403141030,아오모리
대한항공,KE741,202403141035,나고야
대한항공,KE5683,202403141035,하노이
대한항공,KE173,202403141040,홍콩
대한항공,KE037,202403141040,시카고/오헤어
대한항공,KE5829,202403141045,하이커우
대한항공,KE5673,202403141045,다낭
대한항공,KE727,202403141050,오사카/ 간사이
대한항공,KE907,202403141055,런던/히드로
대한항공,KE791,202403141105,후쿠오카
대한항공,KE5943,202403141105,타슈켄트
대한항공,KE5671,202403141105,쿠알라룸푸르
대한항공,KE925,202403141110,암스테르담
대한항공,KE457,202403141110,다낭
대한항공,KE897,202403141110,상하이/푸동
대한항공,KE945,202403141130,프랑크푸르트
대한항공,KE5629,202403141135,덴파사르
대한항공,KE5901,202403141145,파리/샤를드골
대한항공,KE5847,202403141155,옌타이
대한항공,KE5853,202403141200,칭다오
대한항공,KE901,202403141210,파리/샤를드골
대한항공,KE5699,202403141215,가오슝
대한항공,KE5807,202403141215,상하이/푸동
대한항공,KE497,202403141220,델리
대한항공,KE5691,202403141225,타이베이
대한항공,KE961,202403141245,부다페스트
대한항공,KE951,202403141245,두바이
대한항공,KE869,202403141250,다롄(대련)
대한항공,KE769,202403141255,삿포로
대한항공,KE913,202403141255,마드리드
대한항공,KE5857,202403141255,상하이/푸동
대한항공,KE843,202403141305,칭다오
대한항공,KE789,202403141310,후쿠오카
대한항공,KE5843,202403141315,칭다오
대한항공,KE5867,202403141320,신 울란바토르
대한항공,KE711,202403141335,도쿄/나리타
대한항공,KE795,202403141350,오이타
대한항공,KE5849,202403141400,웨이하이
대한항공,KE931,202403141405,로마
대한항공,KE1411,202403141415,김해
대한항공,KE017,202403141430,로스앤젤레스
대한항공,KE833,202403141430,선양(심양)
대한항공,KE627,202403141505,자카르타/수카르노하타
대한항공,KE725,202403141510,오사카/ 간사이
대한항공,KE487,202403141545,푸꾸옥
대한항공,KE041,202403141600,시애틀
대한항공,KE023,202403141600,샌프란시스코
대한항공,KE5851,202403141605,옌타이
대한항공,KE187,202403141615,타이베이
대한항공,KE633,202403141620,덴파사르
대한항공,KE5885,202403141620,상하이/푸동
대한항공,KE671,202403141640,쿠알라룸푸르
대한항공,KE5841,202403141640,칭다오
대한항공,KE663,202403141655,푸켓
대한항공,KE713,202403141655,도쿄/나리타
대한항공,KE5065,202403141710,방콕/수완나품
대한항공,KE1415,202403141715,김해
대한항공,KE651,202403141720,방콕/수완나품
대한항공,KE5077,202403141720,후쿠오카
대한항공,KE5031,202403141730,댈러스포트워스
대한항공,KE629,202403141740,덴파사르
대한항공,KE7901,202403141745,아부다비
대한항공,KE5067,202403141745,푸켓
대한항공,KE411,202403141755,오클랜드(뉴질랜드)
대한항공,KE5675,202403141755,호찌민
대한항공,KE667,202403141805,치앙마이
대한항공,KE475,202403141805,호찌민
대한항공,KE5689,202403141805,하노이
대한항공,KE071,202403141820,밴쿠버
대한항공,KE467,202403141830,나트랑
대한항공,KE461,202403141830,다낭
대한항공,KE623,202403141835,마닐라
대한항공,KE645,202403141835,싱가포르
대한항공,KE781,202403141840,후쿠오카
대한항공,KE455,202403141840,하노이
대한항공,KE705,202403141845,도쿄/나리타
대한항공,KE401,202403141845,시드니
대한항공,KE5035,202403141845,애틀랜타
대한항공,KE615,202403141850,세부
대한항공,KE689,202403141855,프놈펜
대한항공,KE743,202403141900,나고야
대한항공,KE853,202403141900,베이징/서우두
대한항공,KE653,202403141905,방콕/수완나품
대한항공,KE721,202403141905,오사카/ 간사이
대한항공,KE895,202403141905,상하이/푸동
대한항공,KE1433,202403141925,대구
대한항공,KE5033,202403141925,미니애폴리스
대한항공,KE1427,202403141935,김해
대한항공,KE477,202403141935,호찌민
대한항공,KE5757,202403141935,비엔티안
대한항공,KE011,202403141940,로스앤젤레스
대한항공,KE407,202403141945,브리즈번
대한항공,KE625,202403141950,마닐라
대한항공,KE177,202403142000,홍콩
대한항공,KE5019,202403142005,시애틀
대한항공,KE5781,202403142005,세부
대한항공,KE673,202403142010,방콕/수완나품
대한항공,KE659,202403142015,방콕/수완나품
대한항공,KE053,202403142035,호놀룰루
대한항공,KE085,202403142035,뉴욕/존에프케네디
대한항공,KE719,202403142040,도쿄/하네다
대한항공,KE5693,202403142055,타이베이
대한항공,KE005,202403142100,라스베이거스
대한항공,KE5769,202403142110,다낭
대한항공,KE5763,202403142135,클라크필드
대한항공,KE5753,202403142205,마카오
대한항공,KE647,202403142310,싱가포르
대한항공,KE5951,202403142340,두바이
대한항공,KE5925,202403150055,암스테르담
대한항공,KE5679,202403150615,나트랑
대한항공,KE5075,202403150650,후쿠오카
대한항공,KE1405,202403150700,김해
대한항공,KE5749,202403150705,키타큐슈
대한항공,KE5845,202403150725,옌타이
대한항공,KE5741,202403150730,도쿄/나리타
대한항공,KE621,202403150745,마닐라
대한항공,KE197,202403150745,신 울란바토르
대한항공,KE859,202403150755,베이징/서우두
대한항공,KE787,202403150800,후쿠오카
대한항공,KE441,202403150805,하노이
대한항공,KE755,202403150805,오키나와
대한항공,KE827,202403150815,선전
대한항공,KE171,202403150820,홍콩
대한항공,KE1407,202403150825,김해
대한항공,KE893,202403150825,상하이/푸동
대한항공,KE5061,202403150830,삿포로
대한항공,KE5869,202403150830,칭다오
대한항공,KE771,202403150845,오카야마
대한항공,KE831,202403150850,선양(심양)
대한항공,KE5071,202403150850,오사카/ 간사이
대한항공,KE865,202403150855,광저우
대한항공,KE819,202403150855,장사
대한항공,KE5879,202403150855,상하이/푸동
대한항공,KE723,202403150900,오사카/ 간사이
대한항공,KE185,202403150900,타이베이
대한항공,KE845,202403150905,칭다오
대한항공,KE469,202403150910,호찌민
대한항공,KE657,202403150915,방콕/수완나품
대한항공,KE421,202403150915,괌
대한항공,KE137,202403150915,우한
대한항공,KE811,202403150920,시안
대한항공,KE117,202403150925,옌지(연길)
대한항공,KE091,202403150930,보스턴
대한항공,KE035,202403150935,애틀랜타
대한항공,KE7273,202403150935,디트로이트
대한항공,KE5775,202403150935,괌
대한항공,KE5755,202403150940,타이베이
대한항공,KE643,202403150950,싱가포르
대한항공,KE703,202403150955,도쿄/나리타
대한항공,KE081,202403151000,뉴욕/존에프케네디
대한항공,KE765,202403151005,삿포로
대한항공,KE125,202403151005,샤먼
대한항공,KE5745,202403151010,오키나와
대한항공,KE093,202403151015,워싱턴
대한항공,KE805,202403151015,톈진
대한항공,KE5681,202403151015,호찌민
대한항공,KE073,202403151020,토론토
대한항공,KE101,202403151030,난징
대한항공,KE741,202403151035,나고야
대한항공,KE5627,202403151035,자카르타/수카르노하타
대한항공,KE5683,202403151035,하노이
대한항공,KE173,202403151040,홍콩
대한항공,KE037,202403151040,시카고/오헤어
대한항공,KE5829,202403151045,하이커우
대한항공,KE5673,202403151045,다낭
대한항공,KE727,202403151050,오사카/ 간사이
대한항공,KE907,202403151055,런던/히드로
대한항공,KE791,202403151105,후쿠오카
대한항공,KE785,202403151105,가고시마
대한항공,KE5941,202403151105,타슈켄트
대한항공,KE5671,202403151105,쿠알라룸푸르
대한항공,KE457,202403151110,다낭
대한항공,KE855,202403151110,베이징/서우두
대한항공,KE969,202403151110,프라하
대한항공,KE897,202403151110,상하이/푸동
대한항공,KE945,202403151130,프랑크푸르트
대한항공,KE5901,202403151145,파리/샤를드골
대한항공,KE107,202403151155,항저우
대한항공,KE5847,202403151155,옌타이
대한항공,KE5853,202403151200,칭다오
대한항공,KE915,202403151205,바르셀로나
대한항공,KE937,202403151205,비엔나
대한항공,KE901,202403151210,파리/샤를드골
대한항공,KE927,202403151210,밀라노
대한항공,KE5699,202403151215,가오슝
대한항공,KE5807,202403151215,상하이/푸동
대한항공,KE497,202403151220,델리
대한항공,KE5691,202403151225,타이베이
대한항공,KE9765,202403151230,삿포로
대한항공,KE951,202403151245,두바이
대한항공,KE869,202403151250,다롄(대련)
대한항공,KE769,202403151255,삿포로
대한항공,KE5857,202403151255,상하이/푸동
대한항공,KE843,202403151305,칭다오
대한항공,KE789,202403151310,후쿠오카
대한항공,KE5843,202403151315,칭다오
대한항공,KE5867,202403151320,신 울란바토르
대한항공,KE695,202403151325,카트만두
대한항공,KE711,202403151335,도쿄/나리타
대한항공,KE955,202403151345,이스탄불
대한항공,KE5849,202403151400,웨이하이
대한항공,KE1411,202403151415,김해
대한항공,KE5871,202403151420,시안
대한항공,KE017,202403151430,로스앤젤레스
대한항공,KE833,202403151430,선양(심양)
대한항공,KE5863,202403151430,상하이/푸동
대한항공,KE627,202403151505,자카르타/수카르노하타
대한항공,KE725,202403151510,오사카/ 간사이
대한항공,KE487,202403151545,푸꾸옥
대한항공,KE041,202403151600,시애틀
대한항공,KE023,202403151600,샌프란시스코
대한항공,KE5851,202403151605,옌타이
대한항공,KE187,202403151615,타이베이
대한항공,KE5825,202403151615,광저우
대한항공,KE5885,202403151620,상하이/푸동
대한항공,KE5675,202403151635,호찌민
대한항공,KE671,202403151640,쿠알라룸푸르
대한항공,KE5841,202403151640,칭다오
대한항공,KE663,202403151655,푸켓
대한항공,KE713,202403151655,도쿄/나리타
대한항공,KE5065,202403151710,방콕/수완나품
대한항공,KE1415,202403151715,김해
대한항공,KE651,202403151720,방콕/수완나품
대한항공,KE5077,202403151720,후쿠오카
대한항공,KE5031,202403151730,댈러스포트워스
대한항공,KE629,202403151740,덴파사르
대한항공,KE7901,202403151745,아부다비
대한항공,KE411,202403151755,오클랜드(뉴질랜드)
대한항공,KE667,202403151805,치앙마이
대한항공,KE475,202403151805,호찌민
대한항공,KE5689,202403151805,하노이
대한항공,KE071,202403151820,밴쿠버
대한항공,KE5893,202403151825,상하이/푸동
대한항공,KE467,202403151830,나트랑
대한항공,KE461,202403151830,다낭
대한항공,KE623,202403151835,마닐라
대한항공,KE645,202403151835,싱가포르
대한항공,KE781,202403151840,후쿠오카
대한항공,KE455,202403151840,하노이
대한항공,KE705,202403151845,도쿄/나리타
대한항공,KE401,202403151845,시드니
대한항공,KE5035,202403151845,애틀랜타
대한항공,KE615,202403151850,세부
대한항공,KE689,202403151855,프놈펜
대한항공,KE743,202403151900,나고야
대한항공,KE853,202403151900,베이징/서우두
대한항공,KE653,202403151905,방콕/수완나품
대한항공,KE721,202403151905,오사카/ 간사이
대한항공,KE895,202403151905,상하이/푸동
대한항공,KE1433,202403151925,대구
대한항공,KE5033,202403151925,미니애폴리스
대한항공,KE1427,202403151935,김해
대한항공,KE477,202403151935,호찌민
대한항공,KE011,202403151940,로스앤젤레스
대한항공,KE407,202403151945,브리즈번
대한항공,KE177,202403152000,홍콩
대한항공,KE625,202403152005,마닐라
대한항공,KE5019,202403152005,시애틀
대한항공,KE5781,202403152005,세부
대한항공,KE673,202403152010,방콕/수완나품
대한항공,KE659,202403152015,방콕/수완나품
대한항공,KE025,202403152020,샌프란시스코
대한항공,KE053,202403152035,호놀룰루
대한항공,KE085,202403152035,뉴욕/존에프케네디
대한항공,KE719,202403152040,도쿄/하네다
대한항공,KE5693,202403152055,타이베이
대한항공,KE005,202403152100,라스베이거스
대한항공,KE5769,202403152110,다낭
대한항공,KE7895,202403152125,호놀룰루
대한항공,KE5753,202403152205,마카오
대한항공,KE6685,202403152225,리야드
대한항공,KE647,202403152310,싱가포르
대한항공,KE5951,202403152340,두바이
대한항공,KE5649,202403160005,신 울란바토르
대한항공,KE5925,202403160055,암스테르담
대한항공,KE5679,202403160615,나트랑
대한항공,KE5075,202403160650,후쿠오카
대한항공,KE1405,202403160700,김해
대한항공,KE5749,202403160705,키타큐슈
대한항공,KE5845,202403160725,옌타이
대한항공,KE5741,202403160730,도쿄/나리타
대한항공,KE775,202403160735,고마쓰
대한항공,KE621,202403160745,마닐라
대한항공,KE197,202403160745,신 울란바토르
대한항공,KE859,202403160755,베이징/서우두
대한항공,KE787,202403160800,후쿠오카
대한항공,KE5071,202403160800,오사카/ 간사이
대한항공,KE441,202403160805,하노이
대한항공,KE755,202403160805,오키나와
대한항공,KE827,202403160815,선전
대한항공,KE171,202403160820,홍콩
대한항공,KE1407,202403160825,김해
대한항공,KE893,202403160825,상하이/푸동
대한항공,KE5869,202403160830,칭다오
대한항공,KE5061,202403160835,삿포로
대한항공,KE831,202403160850,선양(심양)
대한항공,KE865,202403160855,광저우
대한항공,KE5879,202403160855,상하이/푸동
대한항공,KE723,202403160900,오사카/ 간사이
대한항공,KE185,202403160900,타이베이
대한항공,KE845,202403160905,칭다오
대한항공,KE469,202403160910,호찌민
대한항공,KE657,202403160915,방콕/수완나품
대한항공,KE421,202403160915,괌
대한항공,KE811,202403160920,시안
대한항공,KE117,202403160925,옌지(연길)
대한항공,KE091,202403160930,보스턴
대한항공,KE035,202403160935,애틀랜타
대한항공,KE7273,202403160935,디트로이트
대한항공,KE5775,202403160935,괌
대한항공,KE5755,202403160940,타이베이
대한항공,KE643,202403160950,싱가포르
대한항공,KE703,202403160955,도쿄/나리타
대한항공,KE081,202403161000,뉴욕/존에프케네디
대한항공,KE765,202403161005,삿포로
대한항공,KE763,202403161005,니가타
대한항공,KE125,202403161005,샤먼
대한항공,KE5745,202403161010,오키나와
대한항공,KE093,202403161015,워싱턴
대한항공,KE805,202403161015,톈진
대한항공,KE5681,202403161015,호찌민
대한항공,KE031,202403161020,댈러스포트워스
대한항공,KE073,202403161020,토론토
대한항공,KE767,202403161030,아오모리
대한항공,KE741,202403161035,나고야
대한항공,KE5627,202403161035,자카르타/수카르노하타
대한항공,KE5683,202403161035,하노이
대한항공,KE173,202403161040,홍콩
대한항공,KE037,202403161040,시카고/오헤어
대한항공,KE5829,202403161045,하이커우
대한항공,KE5673,202403161045,다낭
대한항공,KE727,202403161050,오사카/ 간사이
대한항공,KE907,202403161055,런던/히드로
대한항공,KE791,202403161105,후쿠오카
대한항공,KE5943,202403161105,타슈켄트
대한항공,KE5671,202403161105,쿠알라룸푸르
대한항공,KE925,202403161110,암스테르담
대한항공,KE457,202403161110,다낭
대한항공,KE897,202403161110,상하이/푸동
대한항공,KE945,202403161130,프랑크푸르트
대한항공,KE5629,202403161135,덴파사르
대한항공,KE5901,202403161145,파리/샤를드골
대한항공,KE5847,202403161155,옌타이
대한항공,KE5853,202403161200,칭다오
대한항공,KE915,202403161205,바르셀로나
대한항공,KE901,202403161210,파리/샤를드골
대한항공,KE5699,202403161215,가오슝
대한항공,KE5807,202403161215,상하이/푸동
대한항공,KE5691,202403161225,타이베이
대한항공,KE961,202403161245,부다페스트
대한항공,KE951,202403161245,두바이
대한항공,KE869,202403161250,다롄(대련)
대한항공,KE769,202403161255,삿포로
대한항공,KE5857,202403161255,상하이/푸동
대한항공,KE843,202403161305,칭다오
대한항공,KE789,202403161310,후쿠오카
대한항공,KE5843,202403161315,칭다오
대한항공,KE5867,202403161320,신 울란바토르
대한항공,KE711,202403161335,도쿄/나리타
대한항공,KE795,202403161350,오이타
대한항공,KE5849,202403161400,웨이하이
대한항공,KE931,202403161405,로마
대한항공,KE1411,202403161415,김해
대한항공,KE5871,202403161420,시안
대한항공,KE017,202403161430,로스앤젤레스
대한항공,KE833,202403161430,선양(심양)
대한항공,KE627,202403161505,자카르타/수카르노하타
대한항공,KE725,202403161510,오사카/ 간사이
대한항공,KE487,202403161545,푸꾸옥
대한항공,KE041,202403161600,시애틀
대한항공,KE023,202403161600,샌프란시스코
대한항공,KE5851,202403161605,옌타이
대한항공,KE187,202403161615,타이베이
대한항공,KE5825,202403161615,광저우
대한항공,KE633,202403161620,덴파사르
대한항공,KE5885,202403161620,상하이/푸동
대한항공,KE671,202403161640,쿠알라룸푸르
대한항공,KE5841,202403161640,칭다오
대한항공,KE663,202403161655,푸켓
대한항공,KE713,202403161655,도쿄/나리타
대한항공,KE5065,202403161710,방콕/수완나품
대한항공,KE1415,202403161715,김해
대한항공,KE651,202403161720,방콕/수완나품
대한항공,KE5077,202403161720,후쿠오카
대한항공,KE5031,202403161730,댈러스포트워스
대한항공,KE629,202403161740,덴파사르
대한항공,KE7901,202403161745,아부다비
대한항공,KE5067,202403161745,푸켓
대한항공,KE411,202403161755,오클랜드(뉴질랜드)
대한항공,KE5675,202403161755,호찌민
대한항공,KE667,202403161805,치앙마이
대한항공,KE475,202403161805,호찌민
대한항공,KE5689,202403161805,하노이
대한항공,KE071,202403161820,밴쿠버
대한항공,KE5893,202403161825,상하이/푸동
대한항공,KE467,202403161830,나트랑
대한항공,KE461,202403161830,다낭
대한항공,KE623,202403161835,마닐라
대한항공,KE645,202403161835,싱가포르
대한항공,KE781,202403161840,후쿠오카
대한항공,KE455,202403161840,하노이
대한항공,KE705,202403161845,도쿄/나리타
대한항공,KE401,202403161845,시드니
대한항공,KE5035,202403161845,애틀랜타
대한항공,KE615,202403161850,세부
대한항공,KE689,202403161855,프놈펜
대한항공,KE743,202403161900,나고야
대한항공,KE853,202403161900,베이징/서우두
대한항공,KE653,202403161905,방콕/수완나품
대한항공,KE721,202403161905,오사카/ 간사이
대한항공,KE895,202403161905,상하이/푸동
대한항공,KE1433,202403161925,대구
대한항공,KE5033,202403161925,미니애폴리스
대한항공,KE1427,202403161935,김해
대한항공,KE477,202403161935,호찌민
대한항공,KE5757,202403161935,비엔티안
대한항공,KE011,202403161940,로스앤젤레스
대한항공,KE407,202403161945,브리즈번
대한항공,KE177,202403162000,홍콩
대한항공,KE625,202403162005,마닐라
대한항공,KE5019,202403162005,시애틀
대한항공,KE5781,202403162005,세부
대한항공,KE673,202403162010,방콕/수완나품
대한항공,KE659,202403162015,방콕/수완나품
대한항공,KE053,202403162035,호놀룰루
대한항공,KE085,202403162035,뉴욕/존에프케네디
대한항공,KE719,202403162040,도쿄/하네다
대한항공,KE5693,202403162055,타이베이
대한항공,KE5769,202403162110,다낭
대한항공,KE7895,202403162125,호놀룰루
대한항공,KE5763,202403162135,클라크필드
대한항공,KE5753,202403162205,마카오
대한항공,KE647,202403162310,싱가포르
대한항공,KE5951,202403162340,두바이
